,Weekday,Month,DateDelta,Zip,Latitude,Longitude,air,precip,ppsf_doll,ppsf_doll_pred,Date,Year
1994,-0.9749279121818236,-1.0,2404.0,10570,41.25,286.25,20.45297000000005,4.83,300.0,313.3,2018-09-01,2018
1258,-0.433883739117558,0.8660254037844387,1521.0,10526,41.25,286.25,9.353480000000047,1.54,273.0,243.8,2016-04-01,2016
9032,0.43388373911755823,-0.866025403784439,3165.0,32707,28.75,278.75,26.410600000000045,2.62,161.0,163.0,2020-10-01,2020
14035,-0.433883739117558,1.2246467991473532e-16,2312.0,61341,41.25,271.25,23.169640000000015,5.14,69.0,78.7,2018-06-01,2018
4063,0.7818314824680298,-0.8660254037844385,2008.0,21663,38.75,283.75,24.412000000000035,4.22,209.0,228.2,2017-08-01,2017
19940,-0.9749279121818236,0.8660254037844386,2922.0,95662,38.75,238.75,12.724700000000041,0.46,255.0,252.7,2020-02-01,2020
19498,0.0,0.49999999999999994,2161.0,95842,38.75,238.75,10.611080000000015,3.0,204.0,207.8,2018-01-01,2018
7707,-0.433883739117558,-0.4999999999999997,1612.0,32708,28.75,278.75,29.336569999999995,2.52,130.0,123.6,2016-07-01,2016
3467,-0.433883739117558,0.8660254037844386,366.0,21654,38.75,283.75,3.2049800000000346,1.93,282.0,272.0,2013-02-01,2013
8304,-0.433883739117558,1.2246467991473532e-16,2312.0,32707,28.75,278.75,27.732140000000015,4.63,135.0,161.1,2018-06-01,2018
4474,0.43388373911755823,-0.866025403784439,3165.0,21612,38.75,283.75,16.348100000000045,3.86,367.0,278.4,2020-10-01,2020
15923,-0.7818314824680299,-0.5000000000000004,3196.0,68118,41.25,263.75,7.020440000000008,1.36,114.0,115.2,2020-11-01,2020
8305,-0.433883739117558,1.2246467991473532e-16,2312.0,32708,28.75,278.75,27.732140000000015,4.63,149.0,173.2,2018-06-01,2018
4817,-0.9749279121818236,1.2246467991473532e-16,2677.0,27581,36.25,281.25,24.108330000000024,3.75,129.0,129.8,2019-06-01,2019
6481,-0.7818314824680299,-0.4999999999999997,151.0,32771,28.75,278.75,28.086720000000014,3.06,66.0,64.7,2012-07-01,2012
6250,0.9749279121818236,0.49999999999999994,2891.0,30655,33.75,276.25,9.320640000000026,4.52,107.0,111.1,2020-01-01,2020
11072,0.9749279121818236,0.5000000000000003,2646.0,44266,41.25,278.75,15.730430000000013,2.87,87.0,86.1,2019-05-01,2019
7368,0.0,1.2246467991473532e-16,1216.0,32707,28.75,278.75,28.042020000000036,3.95,99.0,100.6,2015-06-01,2015
18363,0.0,-0.866025403784439,243.0,95841,38.75,238.75,18.846370000000036,0.5,96.0,90.4,2012-10-01,2012
5709,0.43388373911755823,-0.8660254037844385,2738.0,29566,33.75,281.25,27.169730000000015,4.32,122.0,125.1,2019-08-01,2019
1699,-0.433883739117558,-1.0,2039.0,10598,41.25,286.25,19.83907000000005,1.2,240.0,225.5,2017-09-01,2017
15720,0.9749279121818236,0.5000000000000003,2646.0,68007,41.25,263.75,15.542930000000013,5.8,129.0,131.0,2019-05-01,2019
19219,-0.9749279121818236,-0.866025403784439,1704.0,95661,38.75,238.75,18.230070000000012,3.95,219.0,220.9,2016-10-01,2016
3819,0.43388373911755823,-0.866025403784439,1338.0,21654,38.75,283.75,14.72338000000002,2.43,273.0,270.2,2015-10-01,2015
17262,0.7818314824680298,0.49999999999999994,2526.0,83704,43.75,243.75,1.1507799999999975,1.06,159.0,161.3,2019-01-01,2019
19558,0.7818314824680298,0.5000000000000003,2281.0,95628,38.75,238.75,19.98852000000005,0.24,237.0,232.4,2018-05-01,2018
14700,-0.9749279121818236,-1.0,2404.0,64093,38.75,266.25,21.79672000000005,1.97,97.0,93.6,2018-09-01,2018
9608,-0.7818314824680299,1.2246467991473532e-16,851.0,37090,36.25,273.75,24.742639999999994,3.37,106.0,108.3,2014-06-01,2014
17127,0.9749279121818236,1.0,1855.0,83616,43.75,243.75,7.238730000000032,2.13,156.0,157.8,2017-03-01,2017
16817,0.43388373911755823,-0.5000000000000004,274.0,83703,43.75,243.75,5.286220000000014,1.05,109.0,102.0,2012-11-01,2012
13426,0.43388373911755823,0.8660254037844387,3347.0,54601,43.75,268.75,9.085000000000036,1.08,122.0,114.5,2021-04-01,2021
19129,-0.7818314824680299,0.5000000000000003,1551.0,95661,38.75,238.75,20.38190000000003,0.34,212.0,216.2,2016-05-01,2016
20104,-0.7818314824680299,-0.5000000000000004,3196.0,95677,38.75,238.75,12.332940000000008,0.4,271.0,296.2,2020-11-01,2020
1117,0.43388373911755823,-0.866025403784439,1338.0,10549,41.25,286.25,11.97338000000002,1.41,261.0,262.0,2015-10-01,2015
17145,0.43388373911755823,1.2246467991473532e-16,1947.0,83616,43.75,243.75,18.277000000000044,0.81,155.0,159.7,2017-06-01,2017
12620,-0.7818314824680299,-0.866025403784439,2069.0,53963,43.75,271.25,11.935660000000041,2.77,85.0,73.3,2017-10-01,2017
9944,-0.433883739117558,0.8660254037844386,2557.0,37090,36.25,273.75,8.52615000000003,10.55,149.0,148.0,2019-02-01,2019
18828,0.0,-2.4492935982947064e-16,1034.0,95746,38.75,238.75,11.41088000000002,4.97,225.0,217.6,2014-12-01,2014
17233,0.9749279121818236,-0.8660254037844385,2373.0,83713,43.75,243.75,22.03335000000004,0.07,153.0,148.2,2018-08-01,2018
14157,0.0,1.2246467991473532e-16,3043.0,61364,41.25,271.25,23.000969999999995,2.36,58.0,53.7,2020-06-01,2020
11094,-0.7818314824680299,-1.0,2769.0,44241,41.25,278.75,19.571470000000033,2.15,114.0,117.9,2019-09-01,2019
18491,0.9749279121818236,0.5000000000000003,455.0,95843,38.75,238.75,20.368460000000027,0.1,126.0,128.3,2013-05-01,2013
9530,0.9749279121818236,0.5000000000000003,455.0,37090,36.25,273.75,19.180960000000027,3.68,103.0,79.8,2013-05-01,2013
18502,-0.9749279121818236,1.2246467991473532e-16,486.0,95677,38.75,238.75,23.620400000000018,0.16,173.0,171.9,2013-06-01,2013
15536,-0.433883739117558,-2.4492935982947064e-16,2130.0,68069,41.25,263.75,-1.9500799999999572,0.17,165.0,132.7,2017-12-01,2017
14663,0.9749279121818236,1.0,1855.0,64019,38.75,266.25,10.176230000000032,2.35,87.0,85.5,2017-03-01,2017
5418,0.7818314824680298,-2.4492935982947064e-16,3226.0,28697,36.25,278.75,3.379570000000001,3.9,109.0,131.9,2020-12-01,2020
18395,-0.9749279121818236,-2.4492935982947064e-16,304.0,95678,38.75,238.75,8.419950000000028,5.06,140.0,143.7,2012-12-01,2012
15632,-0.9749279121818236,-1.0,2404.0,68007,41.25,263.75,20.35922000000005,3.94,128.0,131.7,2018-09-01,2018
18028,0.0,1.2246467991473532e-16,3043.0,92203,33.75,243.75,22.563469999999995,0.02,179.0,182.4,2020-06-01,2020
10794,0.9749279121818236,-0.4999999999999997,1246.0,44241,41.25,278.75,21.099019999999996,2.45,93.0,91.8,2015-07-01,2015
12604,-0.9749279121818236,-0.4999999999999997,1977.0,54971,43.75,271.25,21.57928000000004,3.29,76.0,71.5,2017-07-01,2017
9764,0.0,-0.8660254037844385,1643.0,37090,36.25,273.75,26.99440000000004,4.18,122.0,117.4,2016-08-01,2016
10733,0.0,-1.0,943.0,44240,41.25,278.75,17.059230000000014,1.57,78.0,80.6,2014-09-01,2014
15076,-0.7818314824680299,1.2246467991473532e-16,851.0,68118,41.25,263.75,22.492639999999994,6.84,88.0,87.6,2014-06-01,2014
9830,-0.9749279121818236,-0.4999999999999997,1977.0,37090,36.25,273.75,26.67303000000004,3.27,133.0,131.0,2017-07-01,2017
10521,-0.7818314824680299,-0.5000000000000004,3196.0,37721,36.25,276.25,11.457940000000008,2.07,138.0,153.3,2020-11-01,2020
13496,-0.9749279121818236,-0.4999999999999997,1977.0,56450,46.25,266.25,20.36053000000004,2.11,94.0,102.9,2017-07-01,2017
18195,-0.9749279121818236,-0.8660254037844385,3104.0,93927,36.25,238.75,19.00356000000005,0.03,294.0,253.7,2020-08-01,2020
17377,-0.9749279121818236,-0.8660254037844385,3104.0,83713,43.75,243.75,23.40980000000002,0.15,192.0,188.9,2020-08-01,2020
18183,0.43388373911755823,-0.8660254037844385,2738.0,93927,36.25,238.75,18.482230000000015,0.01,216.0,240.8,2019-08-01,2019
13951,-0.7818314824680299,0.49999999999999994,1796.0,61350,41.25,271.25,-1.0478599999999574,1.66,82.0,69.2,2017-01-01,2017
6346,0.9749279121818236,0.8660254037844386,0.0,32730,28.75,278.75,19.04400000000004,1.09,62.0,79.9,2012-02-01,2012
17209,-0.7818314824680299,0.8660254037844387,2251.0,83713,43.75,243.75,9.56826000000001,1.02,142.0,143.1,2018-04-01,2018
17171,-0.7818314824680299,-0.866025403784439,2069.0,83703,43.75,243.75,8.685660000000041,0.63,167.0,163.8,2017-10-01,2017
18920,-0.433883739117558,0.5000000000000003,1185.0,95765,38.75,238.75,18.815240000000017,0.05,186.0,185.2,2015-05-01,2015
18687,0.7818314824680298,0.8660254037844387,790.0,95841,38.75,238.75,16.793150000000026,0.64,131.0,126.2,2014-04-01,2014
13265,-0.7818314824680299,-0.4999999999999997,2342.0,55947,43.75,268.75,22.639430000000004,2.0,115.0,117.0,2018-07-01,2018
16988,-0.7818314824680299,1.0,1124.0,83714,43.75,243.75,8.606400000000008,0.7,123.0,129.1,2015-03-01,2015
6040,-0.433883739117558,-0.4999999999999997,1612.0,30655,33.75,276.25,28.399069999999995,2.17,90.0,80.5,2016-07-01,2016
11013,0.9749279121818236,-0.8660254037844385,2373.0,44202,41.25,278.75,22.50210000000004,2.64,124.0,128.5,2018-08-01,2018
15018,0.9749279121818236,0.49999999999999994,700.0,68064,41.25,263.75,-5.691499999999962,0.05,67.0,76.5,2014-01-01,2014
10095,0.43388373911755823,0.8660254037844387,3347.0,37087,36.25,273.75,14.460000000000036,2.07,164.0,165.3,2021-04-01,2021
5376,0.9749279121818236,0.8660254037844387,2982.0,28651,36.25,278.75,11.257040000000018,5.01,112.0,110.9,2020-04-01,2020
10806,0.7818314824680298,-1.0,1308.0,44241,41.25,278.75,19.263180000000034,3.23,96.0,93.9,2015-09-01,2015
19428,-0.7818314824680299,-0.866025403784439,2069.0,95608,38.75,238.75,18.43566000000004,0.04,228.0,218.7,2017-10-01,2017
4742,0.0,0.5000000000000003,1916.0,27581,36.25,281.25,20.133700000000033,4.76,112.0,115.1,2017-05-01,2017
1442,0.7818314824680298,-0.5000000000000004,1735.0,10549,41.25,286.25,7.868860000000041,3.16,274.0,257.6,2016-11-01,2016
8065,0.7818314824680298,-0.8660254037844385,2008.0,32751,28.75,278.75,28.412000000000035,4.66,157.0,149.7,2017-08-01,2017
13538,-0.433883739117558,0.49999999999999994,3257.0,56450,46.25,266.25,-7.709229999999991,0.44,178.0,125.6,2021-01-01,2021
2442,-0.7818314824680299,1.0,2951.0,10549,41.25,286.25,6.740750000000048,2.85,230.0,244.0,2020-03-01,2020
3934,0.0,-0.8660254037844385,1643.0,21676,38.75,283.75,27.025660000000016,2.12,215.0,189.2,2016-08-01,2016
19942,-0.9749279121818236,0.8660254037844386,2922.0,95677,38.75,238.75,12.724700000000041,0.46,252.0,261.6,2020-02-01,2020
15837,-0.7818314824680299,1.0,2951.0,68135,41.25,263.75,6.365750000000048,1.79,116.0,111.8,2020-03-01,2020
6003,0.7818314824680298,-2.4492935982947064e-16,1399.0,30025,33.75,276.25,13.883140000000026,8.18,86.0,82.9,2015-12-01,2015
6284,-0.9749279121818236,-0.8660254037844385,3104.0,30054,33.75,276.25,26.94106000000005,5.2,107.0,110.7,2020-08-01,2020
17367,0.9749279121818236,-0.4999999999999997,3073.0,83616,43.75,243.75,22.356870000000015,0.08,209.0,218.1,2020-07-01,2020
6041,-0.433883739117558,-0.4999999999999997,1612.0,30656,33.75,276.25,28.399069999999995,2.17,84.0,84.3,2016-07-01,2016
14015,0.43388373911755823,0.8660254037844386,2192.0,61341,41.25,271.25,-1.9229199999999764,2.95,69.0,67.6,2018-02-01,2018
17148,0.43388373911755823,1.2246467991473532e-16,1947.0,83704,43.75,243.75,18.277000000000044,0.81,131.0,136.8,2017-06-01,2017
18858,-0.7818314824680299,0.8660254037844386,1096.0,95650,38.75,238.75,13.630359999999996,1.53,240.0,240.6,2015-02-01,2015
14170,0.7818314824680298,-1.0,3135.0,61341,41.25,271.25,18.37444000000005,3.4,105.0,99.7,2020-09-01,2020
5853,-0.9749279121818236,1.2246467991473532e-16,486.0,30025,33.75,276.25,25.214140000000043,7.2,49.0,58.4,2013-06-01,2013
3257,0.9749279121818236,0.8660254037844387,1155.0,13145,43.75,283.75,7.361320000000035,2.18,47.0,76.6,2015-04-01,2015
2013,0.0,-0.866025403784439,2434.0,10541,41.25,286.25,12.499500000000012,2.83,198.0,199.1,2018-10-01,2018
18087,0.43388373911755823,0.8660254037844387,3347.0,92201,33.75,243.75,16.647500000000036,0.02,220.0,234.7,2021-04-01,2021
10706,0.7818314824680298,0.8660254037844387,790.0,44266,41.25,278.75,9.793150000000026,4.17,64.0,67.1,2014-04-01,2014
2511,0.0,1.2246467991473532e-16,3043.0,10536,41.25,286.25,21.313469999999995,1.68,235.0,283.2,2020-06-01,2020
2011,0.0,-0.866025403784439,2434.0,10536,41.25,286.25,12.499500000000012,2.83,270.0,274.3,2018-10-01,2018
6148,0.7818314824680298,0.5000000000000003,2281.0,30025,33.75,276.25,23.51977000000005,5.43,99.0,95.3,2018-05-01,2018
5356,-0.7818314824680299,-2.4492935982947064e-16,2860.0,28651,36.25,278.75,5.6650600000000395,2.33,127.0,107.9,2019-12-01,2019
14844,-0.9749279121818236,-1.0,213.0,68116,41.25,263.75,18.344960000000015,0.92,88.0,86.8,2012-09-01,2012
10799,-0.9749279121818236,-0.8660254037844385,1277.0,44240,41.25,278.75,20.298429999999996,1.75,91.0,85.5,2015-08-01,2015
13225,0.9749279121818236,-0.5000000000000004,2100.0,55947,43.75,268.75,1.5178999999999974,0.33,121.0,104.1,2017-11-01,2017
1179,-0.433883739117558,0.49999999999999994,1430.0,10507,41.25,286.25,0.18710000000004356,1.62,290.0,276.1,2016-01-01,2016
14186,0.7818314824680298,-2.4492935982947064e-16,3226.0,61350,41.25,271.25,-0.3079299999999989,1.22,105.0,88.2,2020-12-01,2020
18660,-0.9749279121818236,1.0,759.0,95650,38.75,238.75,14.771800000000042,1.76,220.0,218.6,2014-03-01,2014
6183,-0.9749279121818236,-2.4492935982947064e-16,2495.0,30025,33.75,276.25,8.867060000000038,7.55,97.0,99.9,2018-12-01,2018
8326,-0.433883739117558,1.2246467991473532e-16,2312.0,32765,28.75,278.75,27.732140000000015,4.63,150.0,161.1,2018-06-01,2018
11157,-0.9749279121818236,-0.8660254037844385,3104.0,44202,41.25,278.75,21.44106000000005,3.43,138.0,138.5,2020-08-01,2020
5938,-0.9749279121818236,-0.5000000000000004,1004.0,30025,33.75,276.25,9.240170000000035,3.0,65.0,73.3,2014-11-01,2014
8816,0.9749279121818236,0.49999999999999994,2891.0,32730,28.75,278.75,17.6019,0.23,130.0,137.5,2020-01-01,2020
18080,0.0,0.8660254037844386,3288.0,92253,33.75,243.75,11.501400000000046,0.03,275.0,282.0,2021-02-01,2021
20025,0.9749279121818236,-0.4999999999999997,3073.0,95621,38.75,238.75,25.138120000000015,0.04,252.0,246.7,2020-07-01,2020
10716,-0.7818314824680299,1.2246467991473532e-16,851.0,44241,41.25,278.75,20.367639999999994,4.81,91.0,102.5,2014-06-01,2014
8143,0.9749279121818236,-0.5000000000000004,2100.0,32751,28.75,278.75,20.705399999999997,1.17,149.0,153.5,2017-11-01,2017
1324,0.9749279121818236,1.2246467991473532e-16,1582.0,10598,41.25,286.25,20.74487000000005,0.95,220.0,222.2,2016-06-01,2016
16994,0.9749279121818236,0.8660254037844387,1155.0,83714,43.75,243.75,8.705070000000035,0.53,125.0,130.4,2015-04-01,2015
17708,0.7818314824680298,-2.4492935982947064e-16,1399.0,92253,33.75,243.75,9.320640000000026,0.2,192.0,189.4,2015-12-01,2015
17294,-0.9749279121818236,1.2246467991473532e-16,2677.0,83714,43.75,243.75,17.827080000000024,0.2,196.0,190.9,2019-06-01,2019
19000,0.43388373911755823,-0.866025403784439,1338.0,95628,38.75,238.75,21.06713000000002,0.2,190.0,189.6,2015-10-01,2015
7908,0.9749279121818236,0.8660254037844386,1827.0,32750,28.75,278.75,19.62435000000005,1.01,126.0,131.4,2017-02-01,2017
11493,-0.7818314824680299,-2.4492935982947064e-16,2860.0,45101,38.75,276.25,4.321300000000008,3.0,47.0,74.3,2019-12-01,2019
17662,-0.433883739117558,0.5000000000000003,1185.0,92203,33.75,243.75,17.627740000000017,0.39,138.0,135.7,2015-05-01,2015
19772,0.9749279121818236,0.5000000000000003,2646.0,95610,38.75,238.75,18.167930000000013,1.92,232.0,238.3,2019-05-01,2019
13910,-0.7818314824680299,0.5000000000000003,1551.0,61341,41.25,271.25,16.78814,2.59,82.0,64.3,2016-05-01,2016
8895,0.9749279121818236,0.8660254037844387,2982.0,32746,28.75,278.75,23.444540000000018,3.74,167.0,163.2,2020-04-01,2020
17162,0.7818314824680298,-0.8660254037844385,2008.0,83714,43.75,243.75,23.13076000000001,0.09,155.0,157.9,2017-08-01,2017
2591,0.7818314824680298,-1.0,3135.0,10547,41.25,286.25,18.655700000000024,2.66,206.0,273.5,2020-09-01,2020
18820,0.0,-2.4492935982947064e-16,1034.0,95628,38.75,238.75,11.41088000000002,4.97,188.0,178.8,2014-12-01,2014
20124,0.7818314824680298,-2.4492935982947064e-16,3226.0,95746,38.75,238.75,9.473320000000001,0.96,319.0,331.3,2020-12-01,2020
16846,0.0,0.8660254037844387,425.0,83702,43.75,243.75,8.227869999999996,0.76,137.0,118.7,2013-04-01,2013
1831,0.43388373911755823,1.0,2220.0,10514,41.25,286.25,2.9960000000000377,2.24,323.0,301.3,2018-03-01,2018
19980,0.9749279121818236,0.8660254037844387,2982.0,95746,38.75,238.75,16.78830000000005,1.11,293.0,299.3,2020-04-01,2020
2081,0.7818314824680298,0.49999999999999994,2526.0,10514,41.25,286.25,-1.6304700000000025,3.2,295.0,290.3,2019-01-01,2019
10714,-0.7818314824680299,1.2246467991473532e-16,851.0,44234,41.25,278.75,20.367639999999994,4.81,75.0,87.3,2014-06-01,2014
16093,0.0,1.0,3316.0,72482,36.25,268.75,11.736900000000048,5.09,47.0,71.8,2021-03-01,2021
10409,-0.7818314824680299,-0.4999999999999997,2342.0,37721,36.25,276.25,25.889430000000004,3.8,108.0,105.7,2018-07-01,2018
7783,-0.9749279121818236,-0.866025403784439,1704.0,32701,28.75,278.75,24.636320000000012,2.8,92.0,95.6,2016-10-01,2016
13516,-0.433883739117558,1.0,2585.0,56450,46.25,266.25,-4.698979999999949,1.09,105.0,107.2,2019-03-01,2019
8193,0.0,0.49999999999999994,2161.0,32746,28.75,278.75,13.548580000000015,2.48,147.0,146.5,2018-01-01,2018
6769,0.0,-0.4999999999999997,516.0,32701,28.75,278.75,27.52612000000005,6.87,69.0,65.3,2013-07-01,2013
11017,0.9749279121818236,-0.8660254037844385,2373.0,44255,41.25,278.75,22.50210000000004,2.64,113.0,111.4,2018-08-01,2018
13150,0.0,-0.8660254037844385,1643.0,55947,43.75,268.75,22.150660000000016,4.71,115.0,97.3,2016-08-01,2016
18202,0.0,1.0,3316.0,93927,36.25,238.75,8.705650000000048,0.47,302.0,269.9,2021-03-01,2021
6155,-0.433883739117558,1.2246467991473532e-16,2312.0,30655,33.75,276.25,26.388400000000047,4.08,107.0,99.8,2018-06-01,2018
6115,-0.7818314824680299,-0.866025403784439,2069.0,30655,33.75,276.25,18.43566000000004,3.47,95.0,96.9,2017-10-01,2017
7655,-0.7818314824680299,0.5000000000000003,1551.0,32708,28.75,278.75,25.13190000000003,4.4,124.0,122.1,2016-05-01,2016
7081,0.7818314824680298,-0.4999999999999997,881.0,32701,28.75,278.75,28.060699999999997,6.37,71.0,70.6,2014-07-01,2014
5588,0.7818314824680298,1.0,1490.0,29582,33.75,281.25,16.80093000000005,1.16,148.0,147.7,2016-03-01,2016
5788,0.7818314824680298,0.5000000000000003,90.0,30025,33.75,276.25,23.032600000000002,2.63,57.0,48.7,2012-05-01,2012
2705,0.0,0.8660254037844386,3288.0,10510,41.25,286.25,-1.1548499999999535,3.09,290.0,291.8,2021-02-01,2021
15788,-0.433883739117558,-0.5000000000000004,2830.0,68064,41.25,263.75,2.85116000000005,0.53,138.0,127.6,2019-11-01,2019
10860,0.9749279121818236,1.2246467991473532e-16,1582.0,44241,41.25,278.75,20.30737000000005,2.18,98.0,94.0,2016-06-01,2016
15951,0.0,0.8660254037844386,3288.0,68007,41.25,263.75,-8.873599999999954,0.5,138.0,136.6,2021-02-01,2021
11007,-0.7818314824680299,-0.4999999999999997,2342.0,44202,41.25,278.75,22.608180000000004,2.65,121.0,126.1,2018-07-01,2018
14480,0.43388373911755823,-0.8660254037844385,2738.0,63383,38.75,268.75,25.200980000000015,4.24,129.0,122.5,2019-08-01,2019
1531,0.9749279121818236,1.0,1855.0,10514,41.25,286.25,2.3012300000000323,3.0,301.0,285.0,2017-03-01,2017
17533,0.0,-0.4999999999999997,516.0,92236,33.75,243.75,26.80737000000005,0.15,76.0,93.5,2013-07-01,2013
18671,-0.9749279121818236,1.0,759.0,95843,38.75,238.75,14.771800000000042,1.76,145.0,139.7,2014-03-01,2014
3821,0.43388373911755823,-0.866025403784439,1338.0,21663,38.75,283.75,14.72338000000002,2.43,207.0,215.9,2015-10-01,2015
5483,0.0,0.8660254037844387,425.0,29582,33.75,281.25,17.259119999999996,3.99,140.0,140.1,2013-04-01,2013
17783,-0.7818314824680299,0.49999999999999994,1796.0,92210,33.75,243.75,9.545900000000017,1.78,216.0,225.9,2017-01-01,2017
7988,0.0,0.5000000000000003,1916.0,32765,28.75,278.75,25.66494,2.35,142.0,135.7,2017-05-01,2017
19922,0.9749279121818236,0.49999999999999994,2891.0,95662,38.75,238.75,9.695640000000026,1.53,255.0,261.0,2020-01-01,2020
5969,-0.433883739117558,0.5000000000000003,1185.0,30054,33.75,276.25,22.440240000000017,2.35,78.0,71.8,2015-05-01,2015
5724,0.9749279121818236,0.49999999999999994,2891.0,29566,33.75,281.25,11.7894,2.35,128.0,126.7,2020-01-01,2020
13142,-0.433883739117558,-0.4999999999999997,1612.0,54603,43.75,268.75,22.649069999999995,4.18,77.0,88.6,2016-07-01,2016
18300,-0.7818314824680299,-0.4999999999999997,151.0,95650,38.75,238.75,24.242970000000014,0.05,176.0,162.7,2012-07-01,2012
7856,0.43388373911755823,-2.4492935982947064e-16,1765.0,32750,28.75,278.75,20.26708000000002,1.21,124.0,132.4,2016-12-01,2016
5534,0.0,-1.0,943.0,29582,33.75,281.25,24.340480000000014,3.58,141.0,137.1,2014-09-01,2014
